"","Sample","loci","n"
"1359","17","4954",5411
"1360","17","4989",1432
"1361","17","4992",19105
"1362","17","5018",1914
"1363","17","5032",5292
"1364","17","5034",688
"1365","17","5038",441
"1366","17","5064",31
"1367","17","5090",80
"1368","17","5104",2223
"1369","17","5116",1244
"1370","17","5123",979
"1371","17","5131",4243
"1372","17","5138",99
"1373","17","5162",1629
"1374","17","5163",2666
"1375","17","5168",244
"1376","17","5177",581
"1377","17","5188",1706
"1378","17","5200",730
"1379","17","5206",496
"1380","17","5220",357
"1381","17","5257",2661
"1382","17","5260",552
"1383","17","5264",1004
"1384","17","5271",1407
"1385","17","5273",298
"1386","17","5280",973
"1387","17","5296",615
"1388","17","5299",261
"1389","17","5304",457
"1390","17","5318",954
"1391","17","5326",1542
"1392","17","5328",8786
"1393","17","5333",1675
"1394","17","5335",604
"1395","17","5339",5120
"1396","17","5343",319
"1397","17","5347",21
"1398","17","5348",135
"1399","17","5355",448
"1400","17","5357",128
"1401","17","5366",2696
"1402","17","5398",2252
"1403","17","5404",864
"1404","17","5406",3246
"1405","17","5421",1954
"1406","17","5422",3169
"1407","17","5426",5488
"1408","17","5427",540
"1409","17","5428",583
"1410","17","5430",2004
"1411","17","5434",704
"1412","17","5449",3378
"1413","17","5454",3894
"1414","17","5460",1108
"1415","17","5463",787
"1416","17","5464",970
"1417","17","5469",2767
"1418","17","5477",333
"1419","17","5489",2824
"1420","17","5502",1044
"1421","17","5513",1204
"1422","17","5528",1502
"1423","17","5531",153
"1424","17","5536",994
"1425","17","5551",400
"1426","17","5554",2372
"1427","17","5562",891
"1428","17","5578",487
"1429","17","5594",1277
"1430","17","5596",3892
"1431","17","5599",6924
"1432","17","5614",1846
"1433","17","5620",2812
"1434","17","5634",791
"1435","17","5639",494
"1436","17","5642",28
"1437","17","5644",509
"1438","17","5656",199
"1439","17","5660",92
"1440","17","5664",4907
"1441","17","5670",358
"1442","17","5699",863
"1443","17","5702",2338
"1444","17","5703",146
"1445","17","5716",1946
"1446","17","5721",1037
"1447","17","5733",23
"1448","17","5744",82
"1449","17","5770",2201
"1450","17","5772",1933
"1451","17","5791",180
"1452","17","5815",101
"1453","17","5816",2305
"1454","17","5821",78
"1455","17","5822",91
"1456","17","5840",549
"1457","17","5841",204
"1458","17","5842",275
"1459","17","5843",288
"1460","17","5849",750
"1461","17","5853",515
"1462","17","5857",903
"1463","17","5858",2203
"1464","17","5859",344
"1465","17","5865",1266
"1466","17","5866",433
"1467","17","5870",524
"1468","17","5893",3571
"1469","17","5894",613
"1470","17","5899",2555
"1471","17","5910",549
"1472","17","5913",2874
"1473","17","5918",38
"1474","17","5919",1112
"1475","17","5921",1872
"1476","17","5922",1654
"1477","17","5926",142
"1478","17","5933",81
"1479","17","5936",75
"1480","17","5940",1982
"1481","17","5941",217
"1482","17","5942",1310
"1483","17","5943",1060
"1484","17","5944",751
"1485","17","5945",485
"1486","17","5949",1420
"1487","17","5950",3183
"1488","17","5958",631
"1489","17","5960",1101
"1490","17","5968",934
"1491","17","5974",346
"1492","17","5977",413
"1493","17","5980",714
"1494","17","5981",1739
"1495","17","5990",296
"1496","17","6000",3169
"1497","17","6003",694
"1498","17","6004",1375
"1499","17","6016",4632
"1500","17","6026",509
"1501","17","6029",180
"1502","17","6034",1439
"1503","17","6036",2181
"1504","17","6038",1719
"1505","17","6041",3044
"1506","17","6048",3263
"1507","17","6050",4230
"1508","17","6051",3751
"1509","17","6056",414
"1510","17","6064",24
"1511","17","6068",216
"1512","17","6072",810
"1513","17","6098",3740
"1514","17","6110",542
"1515","17","6114",121
"1516","17","6119",9509
"1517","17","6128",18821
"1518","17","6130",334
"1519","17","6139",3570
"1520","17","6148",286
"1521","17","6150",55
"1522","17","6164",27
"1523","17","6175",665
"1524","17","6176",1494
"1525","17","6198",1512
"1526","17","6216",3713
"1527","17","6221",128
"1528","17","6226",1016
"1529","17","6238",1025
"1530","17","6258",185
"1531","17","6265",214
"1532","17","6270",674
"1533","17","6274",2093
"1534","17","6282",420
"1535","17","6284",1428
"1536","17","6295",5366
"1537","17","6298",631
"1538","17","6299",234
"1539","17","6303",1623
"1540","17","6318",4268
"1541","17","6320",2418
"1542","17","6363",1297
"1543","17","6366",1101
"1544","17","6373",748
"1545","17","6376",311
"1546","17","6378",139
"1547","17","6383",734
"1548","17","6384",251
"1549","17","6387",1564
"1550","17","6389",1528
"1551","17","6393",1510
"1552","17","6398",284
"1553","17","6401",481
"1554","17","6404",1981
"1555","17","6405",6428
"1556","17","6406",229
"1557","17","6407",357
"1558","17","6412",1942
"1559","17","6420",2596
"1560","17","6430",17
"1561","17","6432",296
"1562","17","6439",914
"1563","17","6447",10376
"1564","17","6448",803
"1565","17","6449",105
"1566","17","6450",1510
"1567","17","6454",1349
"1568","17","6457",1762
"1569","17","6458",410
"1570","17","6459",759
"1571","17","6460",433
"1572","17","6462",1701
"1573","17","6483",307
"1574","17","6487",572
"1575","17","6488",820
"1576","17","6492",997
"1577","17","6494",694
"1578","17","6496",590
"1579","17","6498",76
"1580","17","6500",2094
"1581","17","6506",81
"1582","17","6507",376
"1583","17","6514",70
"1584","17","6526",921
"1585","17","6527",3115
"1586","17","6528",333
"1587","17","6531",1364
"1588","17","6532",1893
"1589","17","6533",1661
"1590","17","6538",367
"1591","17","6540",818
"1592","17","6544",5548
"1593","17","6550",55
"1594","17","6552",925
"1595","17","6557",2183
"1596","17","6559",1579
"1597","17","6563",3394
"1598","17","6565",154
"1599","17","6570",24
"1600","17","6572",408
"1601","17","6601",22
"1602","17","6620",2072
"1603","17","6631",92
"1604","17","6636",314
"1605","17","6639",839
"1606","17","6641",1001
"1607","17","6649",1485
"1608","17","6652",1685
"1609","17","6660",1681
"1610","17","6667",1006
"1611","17","6679",621
"1612","17","6685",2177
"1613","17","6689",742
"1614","17","6705",142
"1615","17","6713",299
"1616","17","6717",4617
"1617","17","6732",31
"1618","17","6733",2502
"1619","17","6738",311
"1620","17","6746",765
"1621","17","6779",151
"1622","17","6780",436
"1623","17","6782",522
"1624","17","6785",364
"1625","17","6791",17
"1626","17","6792",905
"1627","17","6797",1265
"1628","17","6825",1740
"1629","17","6848",175
"1630","17","6854",3506
"1631","17","6859",108
"1632","17","6860",1193
"1633","17","6864",8
"1634","17","6865",550
"1635","17","6875",2340
"1636","17","6882",769
"1637","17","6883",554
"1638","17","6886",276
"1639","17","6893",4
"1640","17","6909",540
"1641","17","6913",1753
"1642","17","6914",583
"1643","17","6924",2874
"1644","17","6933",690
"1645","17","6946",342
"1646","17","6947",2447
"1647","17","6954",1059
"1648","17","6955",536
"1649","17","6958",123
"1650","17","6961",269
"1651","17","6962",229
"1652","17","6968",859
"1653","17","6969",38
"1654","17","6977",346
"1655","17","6978",460
"1656","17","6979",786
"1657","17","6992",1354
"1658","17","6995",799
"1659","17","7013",177
"1660","17","7021",1579
"1661","17","7024",110
"1662","17","7028",752
"1663","17","7029",1986
"1664","17","7067",8
"1665","17","7111",338
"1666","17","7128",1123
"1667","17","7135",1427
"1668","17","7136",32
"1669","17","7141",105
"1670","17","7174",4061
"1671","17","7194",561
"1672","17","7241",2166
"1673","17","7273",172
"1674","17","7279",1588
"1675","17","7313",3206
"1676","17","7324",581
"1677","17","7325",258
"1678","17","7331",431
"1679","17","7333",280
"1680","17","7336",449
"1681","17","7361",1598
"1682","17","7363",897
"1683","17","7367",1010
"1684","17","7371",844
"1685","17","7572",90
"1686","17","7577",21
"1687","17","7583",1
"1688","17","7602",624
"1689","17","7628",639
"1690","18","4471",2331
"1691","18","4527",3841
"1692","18","4691",792
"1693","18","4724",1442
"1694","18","4744",224
"1695","18","4757",1131
"1696","18","4793",5910
"1697","18","4796",1022
"1698","18","4802",2429
"1699","18","4806",820
"1700","18","4848",2523
"1701","18","4889",782
"1702","18","4890",898
"1703","18","4893",1612
"1704","18","4932",1704
"1705","18","4942",2024
"1706","18","4951",2066
"1707","18","4954",5312
"1708","18","4989",1492
"1709","18","4992",10718
"1710","18","5018",1770
"1711","18","5032",5920
"1712","18","5034",673
"1713","18","5038",773
"1714","18","5064",7
"1715","18","5090",605
"1716","18","5104",1297
"1717","18","5116",2212
"1718","18","5123",1641
"1719","18","5131",3312
"1720","18","5138",1077
"1721","18","5162",3020
"1722","18","5163",3865
"1723","18","5168",711
"1724","18","5177",3341
"1725","18","5188",4536
"1726","18","5200",1253
"1727","18","5206",606
"1728","18","5220",844
"1729","18","5257",2126
"1730","18","5260",207
"1731","18","5264",1094
"1732","18","5271",2607
"1733","18","5273",525
"1734","18","5280",1986
"1735","18","5296",1254
"1736","18","5299",683
"1737","18","5304",594
"1738","18","5318",1139
"1739","18","5326",3582
"1740","18","5328",5794
"1741","18","5333",2107
"1742","18","5335",2247
"1743","18","5339",3381
"1744","18","5343",735
"1745","18","5347",87
"1746","18","5348",226
"1747","18","5354",163
"1748","18","5355",1351
"1749","18","5357",391
"1750","18","5366",2254
"1751","18","5398",3337
"1752","18","5404",913
"1753","18","5406",4640
"1754","18","5421",1923
"1755","18","5422",2958
"1756","18","5426",7022
"1757","18","5427",1571
"1758","18","5428",528
"1759","18","5430",1954
"1760","18","5434",756
"1761","18","5449",4087
"1762","18","5454",4148
"1763","18","5460",845
"1764","18","5463",1264
"1765","18","5464",1131
"1766","18","5469",1693
"1767","18","5477",307
"1768","18","5489",2077
"1769","18","5502",1389
"1770","18","5513",753
"1771","18","5528",1804
"1772","18","5531",182
"1773","18","5536",636
"1774","18","5551",585
"1775","18","5554",8095
"1776","18","5562",567
"1777","18","5578",436
"1778","18","5594",2386
"1779","18","5596",4572
"1780","18","5599",6671
"1781","18","5614",2774
"1782","18","5620",3265
"1783","18","5634",694
"1784","18","5639",1497
"1785","18","5642",177
"1786","18","5644",583
"1787","18","5656",190
"1788","18","5660",363
"1789","18","5664",4728
"1790","18","5670",518
"1791","18","5699",833
"1792","18","5702",4093
"1793","18","5703",624
"1794","18","5716",2038
"1795","18","5721",2641
"1796","18","5733",84
"1797","18","5744",290
"1798","18","5770",1419
"1799","18","5772",806
"1800","18","5791",836
"1801","18","5802",401
"1802","18","5815",208
"1803","18","5816",2498
"1804","18","5821",548
"1805","18","5822",182
"1806","18","5840",1511
"1807","18","5841",376
"1808","18","5842",1519
"1809","18","5843",424
"1810","18","5849",561
"1811","18","5853",583
"1812","18","5857",1341
"1813","18","5858",2930
"1814","18","5859",475
"1815","18","5865",2037
"1816","18","5866",1246
"1817","18","5870",400
"1818","18","5893",4364
"1819","18","5894",297
"1820","18","5899",1936
"1821","18","5910",1349
"1822","18","5913",2628
"1823","18","5918",118
"1824","18","5919",1332
"1825","18","5921",3227
"1826","18","5922",2517
"1827","18","5926",660
"1828","18","5933",570
"1829","18","5936",430
"1830","18","5940",2271
"1831","18","5941",463
"1832","18","5942",2244
"1833","18","5943",1465
"1834","18","5944",590
"1835","18","5945",1146
"1836","18","5949",2254
"1837","18","5950",2902
"1838","18","5958",830
"1839","18","5960",856
"1840","18","5968",2462
"1841","18","5974",1251
"1842","18","5977",447
"1843","18","5980",743
"1844","18","5981",1769
"1845","18","5990",270
"1846","18","6000",2052
"1847","18","6003",639
"1848","18","6004",5180
"1849","18","6016",7819
"1850","18","6026",955
"1851","18","6029",752
"1852","18","6034",2440
"1853","18","6036",3381
"1854","18","6038",4250
"1855","18","6041",3017
"1856","18","6048",1720
"1857","18","6050",2118
"1858","18","6051",2531
"1859","18","6056",334
"1860","18","6064",772
"1861","18","6068",302
"1862","18","6072",888
"1863","18","6098",3747
"1864","18","6110",668
"1865","18","6114",1396
"1866","18","6119",8387
"1867","18","6128",28926
"1868","18","6130",646
"1869","18","6139",3908
"1870","18","6148",308
"1871","18","6150",124
"1872","18","6164",343
"1873","18","6175",1695
"1874","18","6176",1832
"1875","18","6198",2421
"1876","18","6216",2119
"1877","18","6221",195
"1878","18","6226",1082
"1879","18","6227",113
"1880","18","6238",2150
"1881","18","6258",1012
"1882","18","6265",678
"1883","18","6270",760
"1884","18","6274",1027
"1885","18","6282",1493
"1886","18","6284",3005
"1887","18","6295",5504
"1888","18","6298",869
"1889","18","6299",635
"1890","18","6303",1228
"1891","18","6318",2654
"1892","18","6320",3941
"1893","18","6363",1115
"1894","18","6366",921
"1895","18","6373",1102
"1896","18","6376",306
"1897","18","6378",170
"1898","18","6379",87
"1899","18","6383",2075
"1900","18","6384",297
"1901","18","6387",1059
"1902","18","6389",2489
"1903","18","6393",1710
"1904","18","6398",315
"1905","18","6401",767
"1906","18","6404",2012
"1907","18","6405",2214
"1908","18","6406",633
"1909","18","6407",483
"1910","18","6412",1326
"1911","18","6420",2146
"1912","18","6430",22
"1913","18","6432",520
"1914","18","6439",1317
"1915","18","6447",9555
"1916","18","6448",503
"1917","18","6449",24
"1918","18","6450",2880
"1919","18","6454",1338
"1920","18","6457",972
"1921","18","6458",1265
"1922","18","6459",519
"1923","18","6460",1420
"1924","18","6462",2025
"1925","18","6483",753
"1926","18","6487",1604
"1927","18","6488",1143
"1928","18","6492",1511
"1929","18","6494",3004
"1930","18","6496",729
"1931","18","6498",185
"1932","18","6500",1919
"1933","18","6506",457
"1934","18","6507",517
"1935","18","6514",17
"1936","18","6526",407
"1937","18","6527",2587
"1938","18","6528",258
"1939","18","6531",576
"1940","18","6532",2899
"1941","18","6533",2379
"1942","18","6538",342
"1943","18","6540",779
"1944","18","6544",25554
"1945","18","6550",318
"1946","18","6552",733
"1947","18","6557",1196
"1948","18","6559",1415
"1949","18","6563",4327
"1950","18","6565",77
"1951","18","6570",241
"1952","18","6572",1020
"1953","18","6601",283
"1954","18","6620",1677
"1955","18","6631",96
"1956","18","6636",271
"1957","18","6639",931
"1958","18","6641",773
"1959","18","6649",662
"1960","18","6652",1913
"1961","18","6660",1369
"1962","18","6667",2012
"1963","18","6679",362
"1964","18","6685",1772
"1965","18","6689",1484
"1966","18","6705",70
"1967","18","6713",369
"1968","18","6717",4789
"1969","18","6732",64
"1970","18","6733",2182
"1971","18","6738",648
"1972","18","6746",1225
"1973","18","6779",572
"1974","18","6780",935
"1975","18","6782",591
"1976","18","6785",128
"1977","18","6791",259
"1978","18","6792",873
"1979","18","6797",1792
"1980","18","6825",2483
"1981","18","6848",210
"1982","18","6854",1673
"1983","18","6859",1283
"1984","18","6860",2690
"1985","18","6864",144
"1986","18","6865",360
"1987","18","6875",3073
"1988","18","6882",1042
"1989","18","6883",907
"1990","18","6886",221
"1991","18","6893",68
"1992","18","6909",2049
"1993","18","6913",2505
"1994","18","6914",986
"1995","18","6924",2290
"1996","18","6933",1267
"1997","18","6946",370
"1998","18","6947",2691
"1999","18","6954",1311
"2000","18","6955",677
"2001","18","6958",141
"2002","18","6961",597
"2003","18","6962",409
"2004","18","6968",637
"2005","18","6969",78
"2006","18","6977",269
"2007","18","6978",977
"2008","18","6979",2003
"2009","18","6992",1617
"2010","18","6995",311
"2011","18","7013",100
"2012","18","7021",1189
"2013","18","7024",173
"2014","18","7028",780
"2015","18","7029",1743
"2016","18","7067",313
"2017","18","7111",264
"2018","18","7128",1083
"2019","18","7135",1144
"2020","18","7136",58
"2021","18","7141",1487
"2022","18","7174",3537
"2023","18","7194",402
"2024","18","7241",1479
"2025","18","7273",127
"2026","18","7279",1370
"2027","18","7296",39
"2028","18","7313",2586
"2029","18","7324",1386
"2030","18","7325",206
"2031","18","7331",518
"2032","18","7333",1960
"2033","18","7336",643
"2034","18","7361",1217
"2035","18","7363",1642
"2036","18","7367",770
